bookTitle;quizTitle;questionText;optionA;optionB;optionC;optionD;correctAnswer;points
Evgenije Onjegin;Kviz: Evgenije Onjegin;Šta je posebno po formi Evgenije Onjegin?;Pisan je u posebnoj strofi – 'onjeginskoj strofi' od 14 stihova;Pisan je prozom;Pisan je kao drama;Pisan je u slobodnom stihu;a;1.0
Evgenije Onjegin;Kviz: Evgenije Onjegin;Koji književni tip predstavlja Onjegin?;Romantičarski heroj-borac;Suvišni čovjek – obrazovan, inteligentni, ali besposlen i razočaran;Tragični zaljubljenik;Narodni heroj;b;1.0
Evgenije Onjegin;Kviz: Evgenije Onjegin;Šta Tatjanin san otkriva o njezinom karakteru?;Da ima bogatu maštu prožetu folklornim i književnim motivima;Da je plitka;Da je zaljubljena u Lenskog;Da se boji Onjegina;a;1.0
Evgenije Onjegin;Kviz: Evgenije Onjegin;Koji literarni likovi utječu na Tatjaninu percepciju Onjegina?;Junaci ruskih epova;Junaštva iz bajki;Biblijski likovi;Rousseau, Richardson i romantičarski romani koje čita;d;1.0
Evgenije Onjegin;Kviz: Evgenije Onjegin;Kakav je Olgaov karakter za razliku od Tatjanina?;Vedra, plitka i laka – suprotnost dubokoj Tatjani;Ozbiljna i melankolična;Inteligentna i obrazovana;Ambiciozna;a;1.0
Evgenije Onjegin;Kviz: Evgenije Onjegin;Šta Onjeginov dvoboj s Lenskim otkrije o njegovom karakteru?;Njegovo junaštvo;Da je pobunjenik;Da je okrutan;Da je zarobljenik društvenih konvencija koji ne slijedi vlastite osjećaje;d;1.0
Evgenije Onjegin;Kviz: Evgenije Onjegin;Ko su uzori Onjegina u romanu?;Junak ruske epske poezije;Lorda Byrona – Onjegin kao 'byronski heroj';Napoleon;Hamlet;b;1.0
Evgenije Onjegin;Kviz: Evgenije Onjegin;Šta je ironijski ton koji Puškin koristi u romanu?;Puškin iskreno hvali sve likove;Puškin sa se igra čitateljem, komentira vlastitu priču i distancira se od likova;Puškin je ozbiljan i direkt;Puškin kritizira carsku vlast otvoreno;b;1.0
Evgenije Onjegin;Kviz: Evgenije Onjegin;Kako je roman završen po pitanju Onjegina?;Onjegin nađe sretan kraj;Onjegin ostaje sam, odbijen, bez odredišta;Onjegin pogine u dvoboju;Onjegin se pokaje i postane bolji čovjek;b;1.0
Evgenije Onjegin;Kviz: Evgenije Onjegin;Kojim je riječima Tatjana odbila Onjegina na kraju?;Izravno ga vrijeđa;Zove muža u pomoć;Hladno ga ignoriše;Kaže da ga voli, ali da čast i dužnost ne može izdati;d;1.0
Evgenije Onjegin;Kviz: Evgenije Onjegin;Šta je 'boljeznjost' ili 'splin' u romanu?;Fizička bolest;Strah od smrti;Osjećaj egzistencijalne dosade i ispraznosti kod Onjegina;Ljubomora;c;1.0
Evgenije Onjegin;Kviz: Evgenije Onjegin;Kakav je pejzaž koji Puškin koristi uz opis Tatjane?;Mediteranski;Gradski pejzaž Petersburga;Ruska zima i provincija – priroda odražava njenu dušu;Planinski pejzaž;c;1.0
Evgenije Onjegin;Kviz: Evgenije Onjegin;Šta se dogodi s Olgom nakon Lenskovog pogiblja?;Tuguje dugo;Brzo se uda za draguna i zaboravi;Pobjegne u manastir;Umre od tuge;b;1.0
Evgenije Onjegin;Kviz: Evgenije Onjegin;Koja je osnovna tragična tema romana?;Propuštene prilike za ljubav zbog hladenosti, konvencija i zakasnjele spoznaje;Bogatstvo ne donosi sreću;Zlo aristokracije;Ruska duša i slavenstvo;a;1.0
