bookTitle;quizTitle;questionText;optionA;optionB;optionC;optionD;correctAnswer;points
Tvrdica;Kviz: Tvrdica;Koja je temeljna kritika društva u Tvrdici?;Kritika pohlepe koja uništava ljudske odnose i ljubav;Kritika religije;Kritika aristokracije;Kritika sudstva;a;1.0
Tvrdica;Kviz: Tvrdica;Kako Harpagon plaća sluge?;Velikodušno;Jedva i uvijek kasni s plaćom;Uopće ih ne plaća;U naravi, hranom umjesto novcem;b;1.0
Tvrdica;Kviz: Tvrdica;Šta Kleant prijeti Harpagoonu da će učiniti ako ne pristane na njegov brak s Marianom?;Pobjeći od kuće;Prijaviti ga vlastima;Ne vratiti ukradeni novac;Ubiti se;c;1.0
Tvrdica;Kviz: Tvrdica;Kako se zove Harpagoov sluga koji mu ukrade novac?;La Flet;Jakov;Brindavoin;Kleant;a;1.0
Tvrdica;Kviz: Tvrdica;Ko organizira večeru kod Harpagoona i zašto je to smiješno?;Frosina, jer je pohlepna kao i Harpagon;Kleant, jer Harpagon odbija platiti;Valjer, jer želi impresionirati Elijantu;Harpagon sam, jer kupuje jeftinu hranu;d;1.0
Tvrdica;Kviz: Tvrdica;U kojoj je zemlji i gradu smještena radnja Tvrdice?;Pariz, Francuska;Madrid, Španjolska;Napulj, Italija;London, Engleska;a;1.0
Tvrdica;Kviz: Tvrdica;Šta simbolizira Harpagoova kutija s novcem?;Njegovu jedinu pravu ljubav koja zamjenjuje sve ljudske odnose;Slobodu;Državnu moć;Vojnu silu;a;1.0
Tvrdica;Kviz: Tvrdica;Koji žanr je Tvrdica?;Komedija naravi;Tragedija;Melodrama;Historijska drama;a;1.0
Tvrdica;Kviz: Tvrdica;Koliko djece ima Harpagon?;Dvoje – Kleanta i Elijantu;Jedno;Troje;Nijedno;a;1.0
Tvrdica;Kviz: Tvrdica;Što Anselmeo prihvaća na kraju drame što ga čini simpatičnim likom?;Daje novac Harpagoonu;Oprašta Harpagoonu sve uvrede;Posvaja Kleanta;Prihvaća da se Valjer i Mariana ne žene s njim i raduje se što su našli djecu;d;1.0
Tvrdica;Kviz: Tvrdica;Kakav je Harpagoov karakter u usporedbi s ostalim likovima?;On je najosjećajniji lik;On je karikirna figura čija je pohlepa dovedena do apsurda;On je tragični junak;On je mudrac koji čuva porodičnu imovinu;b;1.0
