bookTitle;quizTitle;questionText;optionA;optionB;optionC;optionD;correctAnswer;points
Starac i more;Kviz: Starac i more;Što Santiago kaže sebi kada mu je najtežu – što ga drži u životu i borbi?;'Moram zaraditi novac';'Manolin me čeka';'Čovjek može biti uništen ali ne i poražen';'Bog mi daje snagu';c;1
Starac i more;Kviz: Starac i more;Što Manolin čini kada Santiago se vrati?;Obaviještava vlasti;Napušta Santiaga jer se srami;Plače i odlazi;Brine o njemu, donosi hranu i obećava da će opet ići zajedno;d;1
Starac i more;Kviz: Starac i more;Što simboliziraju morski psi u romanu?;Strah od mora;Destruktivne sile koje razaraju ono što je teško zasluženo i stečeno;Ljude koji iskorištavaju druge;Prirodnu okrutnost bez simbolike;b;1
Starac i more;Kviz: Starac i more;Kakvo je Santiagovo fizičko stanje po povratku?;Iscrpljen, s ranama na rukama, ali duhom neporažen;Neznatno umoran;Potpuno zdrav;Teško bolestan i pred smrću;a;1
Starac i more;Kviz: Starac i more;O kom sportaši Santiago često razmišlja i uspoređuje se s njim?;O Peléu;O davno poznatom ribaru;O bejzbolašu Joeu DiMaggi, koji igra s boli;O lokalnom šahovskom prvaku;c;1
Starac i more;Kviz: Starac i more;Što se vidi ispred Santiagove kolibe dok on spava na kraju?;Ništa – sve je nestalo;Kostur marlina – ostatak svega što je postigao i izgubio;Manolin s novom ribom;Živi marlin;b;1
Starac i more;Kviz: Starac i more;Koji književni stil odlikuje 'Starac i more'?;Hemingwayev 'ledeni breg' – kratke rečenice i više ispod površine nego na njoj;Razvijeni opisi i dugački monolozi;Lirski i poetski stil;Satiričan i ironičan stil;a;1
Starac i more;Kviz: Starac i more;Što noćne zvijezde i more znače za Santiaga?;Opasnost i neizvjesnost;Putokazi koji ga vode kući;Božanski znakovi;Suputnici su mu i intimni prostor u kojem se osjeća kući;d;1
Starac i more;Kviz: Starac i more;Koliko je marlin dugačak u romanu?;Tri metra;Sedam metara;Dva metra;Oko pet i pol metara – veći od Santiagove barke;d;1
Starac i more;Kviz: Starac i more;Što Santiagova borba s marlinom govori o starosti?;Da je starost prepreka za uspjeh;Da duh i hrabrost ne nestaju s godinama – starost ne znači poraz;Da mladi uvijek nadmašuju stare;Da starost donosi mudrost ali ne i snagu;b;1
Starac i more;Kviz: Starac i more;Gdje se odvija radnja romana?;U Španiji;Na Kubi, u ribarskom selu Cojímar;U Meksiku;Na Floridi;b;1
Starac i more;Kviz: Starac i more;Što Santiago jede tokom ribolova na otvorenom moru?;Hranu koju je pripremio kod kuće;Sirovu tunu i letećice koje ulove – preživljava od onoga što mora pruži;Kruh i vino;Ništa – ne jede dan;b;1
Starac i more;Kviz: Starac i more;Kakav je Santiagov odnos s morem?;Dubok i duhovni – more je za njega živo biće, uvijek u feminitetu;Čisto funkcionalan i hladnokorvni;Strah i oprez;Indiferentan;a;1
Starac i more;Kviz: Starac i more;Što Hemingway sugerira o pobjedi i porazu u romanu?;Da je hrabrost borbe važnija od materijalnog rezultata;Da je pobjeda jedina stvar koja vrijedi;Da je poraz uvijek definitivan;Da materijalni uspjeh određuje vrijednost čovjeka;a;1
Starac i more;Kviz: Starac i more;Što je Hemingwayeva teorija 'ledenog brijega'?;Sedam osmina priče je ispod površine – kratki tekst nosi duboke skrivene slojeve;Likovi trebaju biti detaljno psihološki razrađeni;Treba pisati dugo i detaljno;Opis prirode mora biti dominantan;a;1
Starac i more;Kviz: Starac i more;Kako turisti na kraju reagiraju na kostur marlina?;Kupuju ostatke kao suvenire;Pitaju što je ta velika riba, ne shvaćajući što se zapravo desilo;Dive mu se i razumiju Santiagovu borbu;Ignoriraju ga;b;1
Starac i more;Kviz: Starac i more;Koja je tema samotnje u romanu?;Samotnja je prikazana kao kazna;Santiago je potpuno sam u borbi, ali je ta samotnja dostojanstvena i herojska;Santiago ne želi biti sam;Samotnja je tema samo sporedna;b;1
Starac i more;Kviz: Starac i more;Čemu Santiago sanja u romanu?;Svom preminulom suprugu;Marlinu i borbi;Manolinu;Lavovima na afričkim plažama iz svog mladenačkog iskustva;d;1
Starac i more;Kviz: Starac i more;Zašto je 'Starac i more' jedna od najvažnijih novela 20. vijeka?;Jer opisuje kubanske historijske događaje;Jer u kratkoj formi postiže dubinu mita, govori o dostojanstvu borbe i prirodi hrabrosti;Jer je prva Hemingwayjeva knjiga;Jer ima najsloženiji zaplet u književnosti 20. vijeka;b;1
