bookTitle;quizTitle;questionText;optionA;optionB;optionC;optionD;correctAnswer;points
Kasida / Ilhamijin put u smrt;Kviz: Kasida i Ilhamijin put u smrt;U kojoj je godini Ilhamija pogubljen?;1813.;1821.;1800.;1835.;b;1.0
Kasida / Ilhamijin put u smrt;Kviz: Kasida i Ilhamijin put u smrt;Koji je grad bio Ilhamijino središte djelovanja?;Sarajevo;Bihać;Mostar;Žepče i Travnik;d;1.0
Kasida / Ilhamijin put u smrt;Kviz: Kasida i Ilhamijin put u smrt;Koja su obilježja sufijskog puta (tarikata) u Ilhamijinim stihovima?;Bogatstvo i moć;Ratovanje za vjeru;Odricanje, ljubav prema Bogu, unutarnji duhovni put;Učenje napamet Kur'ana;c;1.0
Kasida / Ilhamijin put u smrt;Kviz: Kasida i Ilhamijin put u smrt;Šta je 'tevhid' koji se pojavljuje u Ilhamijinim kasidam?;Vrsta molitve;Vrsta kasida;Sufijska meditacija;Svjedočenje o jednoći Boga, temelj islamskog vjerovanja;d;1.0
Kasida / Ilhamijin put u smrt;Kviz: Kasida i Ilhamijin put u smrt;Kako Ilhamijine kaside na bosanskom jeziku doprinose bosanskoj kulturi?;Nemaju poseban značaj;Jedine su bosanske književne tvorevine iz tog doba;Svjedoče o postojanju visoke pisane kulture na bosanskom jeziku u osmanskom periodu;Dokumentiraju ratove;c;1.0
Kasida / Ilhamijin put u smrt;Kviz: Kasida i Ilhamijin put u smrt;Koje motive iz prirode Ilhamija koristi u kasidam za opis duhovnih stanja?;More i brodove;Vrt, cvijeće, proljeće, slavuj i ruže kao simbole duše i ljubavi prema Bogu;Planine i šume;Pustinje i pijesak;b;1.0
Kasida / Ilhamijin put u smrt;Kviz: Kasida i Ilhamijin put u smrt;Koji je Kadićev literarni cilj u djelu 'Ilhamijin put u smrt'?;Historijska rekonstrukcija;Kritika Ilhamije;Rehabilitacija Ilhamijina lika i prikazivanje tragedije bh. muslimana između Istoka i Zapada;Prikaz osmanskih reformi;c;1.0
Kasida / Ilhamijin put u smrt;Kviz: Kasida i Ilhamijin put u smrt;Kako se završava Kadićev tekst o Ilhamiji?;Ilhamija pobjegne;Ilhamija biva pogubljen, ali duhovno nadvlada smrt;Ilhamija biva pomilovan;Ilhamija umire od bolesti;b;1.0
Kasida / Ilhamijin put u smrt;Kviz: Kasida i Ilhamijin put u smrt;Šta je 'sela' u kasidama?;Vrsta rime;Refren;Uvodna strofa;Blagoslovi na Poslanika Muhammeda a.s.;d;1.0
Kasida / Ilhamijin put u smrt;Kviz: Kasida i Ilhamijin put u smrt;Koji od dolje navedenih pojmova dolazi iz sufijske terminologije u Ilhamijinim stihovima?;Zikr (spominjanje Boga);Askija;Gazija;Vakuf;a;1.0
Kasida / Ilhamijin put u smrt;Kviz: Kasida i Ilhamijin put u smrt;Koja historijska pobuna je kontekst Ilhamijine pogibije?;Pobuna bosanskih prvaka (ajana) i kapetana protiv reformi Mahmuda II oko 1820.;Buna Husein-kapetana Gradaščevića 1831.;Buna kmetova 1875.;Hercegovački ustanak;a;1.0
Kasida / Ilhamijin put u smrt;Kviz: Kasida i Ilhamijin put u smrt;Kako Ilhamija tretira smrt u svojim stihovima?;Kao apsolutni kraj;Kao prijelaz u vječnost i susret s Bogom;Kao kaznu;Kao nešto što treba izbjegavati;b;1.0
Kasida / Ilhamijin put u smrt;Kviz: Kasida i Ilhamijin put u smrt;Koji su Ilhamijini stihovi postali poznati u usmenom pamćenju bh. muslimana?;Ratni marš;Ljubavne pjesme;Stihovi iz ilahija i kasida koji su ušli u vjersku praksu;Historijski prepjevi;c;1.0
Kasida / Ilhamijin put u smrt;Kviz: Kasida i Ilhamijin put u smrt;Šta je menahib-nama?;Vrsta kasida;Zbirka zakona;Tužbalica;Pohvalnica posvećena šejhu ili duhovnom učitelju;d;1.0
Kasida / Ilhamijin put u smrt;Kviz: Kasida i Ilhamijin put u smrt;Kakav je Ilhamijin jezik u kasidam na bosanskom?;Arhaičan i nerazumljiv;Suhoparan i administrativan;Bogat, s orijentalizmima, ali prisan i emocionalan;Čisto arapski;c;1.0
Kasida / Ilhamijin put u smrt;Kviz: Kasida i Ilhamijin put u smrt;Gdje je Ilhamija sahranjen?;U Sarajevu;U Žepču;U Travniku;U Istanbulu;b;1.0
Kasida / Ilhamijin put u smrt;Kviz: Kasida i Ilhamijin put u smrt;Šta je osnovna poruka Ilhamijinih kasida čitatelju?;Bori se za politička prava;Čuvaj dušu, okreni se Bogu i slijedi Put (tarikat);Stječi bogatstvo;Pobuni se protiv vlasti;b;1.0
